"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.478717429E1,1.990342507E0,-9.140325116E-1,-2.261860889E-1,2.201835342E0
1.479716229E1,1.698326418E0,-1.158596984E0,-9.292161226E-2,2.057982997E0
1.480715029E1,1.736055723E0,-1.121787007E0,-1.931861579E-1,2.075961573E0
1.481713829E1,1.876176498E0,-9.677881578E-1,-5.978099728E-1,2.194089546E0
1.482712629E1,1.906532318E0,-8.380824427E-1,-9.771457493E-1,2.300448104E0
1.483711429E1,1.930773705E0,-8.238428646E-1,-1.229636123E0,2.432819179E0
1.484710117E1,2.023456020E0,-7.479455669E-1,-1.293762537E0,2.515475767E0
1.485708917E1,2.103694875E0,-6.202415731E-1,-1.265076681E0,2.531926292E0
1.486707717E1,2.206233403E0,-2.736549550E-1,-1.092940500E0,2.477271039E0
1.487706517E1,2.214447279E0,-1.656764701E-2,-7.242016321E-1,2.329918291E0
1.488705317E1,2.024327547E0,-3.276289947E-2,-2.400808275E-1,2.038777631E0
1.489704117E1,1.808362830E0,1.441923380E-2,3.375568360E-1,1.839654494E0
1.490702917E1,1.637148170E0,4.079266146E-2,8.949204487E-1,1.866226347E0
1.491701717E1,1.488898010E0,-8.388751790E-2,1.174475829E0,1.898222293E0
1.492700517E1,1.384083600E0,-1.624093384E-1,8.810625476E-1,1.648737522E0
1.493699317E1,1.344047422E0,-9.354112476E-2,3.114273834E-1,1.382823354E0
1.494698117E1,1.371921684E0,3.709137395E-2,-1.435023665E-2,1.372498016E0
1.495696917E1,1.285441656E0,1.908183280E-1,-1.277183926E-1,1.305788602E0
1.496695717E1,1.118857114E0,3.552063641E-1,-5.863985467E-1,1.312202750E0
1.497694517E1,1.181480209E0,6.277537103E-1,-9.327004784E-1,1.630920104E0
1.498693317E1,1.190004937E0,9.879226794E-1,-8.138125509E-1,1.747682420E0
1.499692117E1,1.167500466E0,1.148507029E0,-4.469857228E-1,1.697622446E0
1.500690917E1,1.206283440E0,1.218598041E0,4.830326378E-2,1.715352479E0
1.501689717E1,1.284258472E0,1.358093896E0,4.719030476E-1,1.927804798E0
1.502688517E1,1.205170130E0,1.613450574E0,8.991450620E-1,2.205474924E0
1.503687317E1,1.090855602E0,1.733448303E0,1.145632684E0,2.346760152E0
1.504686117E1,9.456887524E-1,1.903902825E0,1.203295001E0,2.442763198E0
1.505684917E1,8.236324380E-1,2.193828827E0,1.045329546E0,2.565924624E0
1.506683717E1,8.097042241E-1,2.350890595E0,9.050817400E-1,2.646031080E0
1.507682517E1,9.161551970E-1,2.380371817E0,9.211604136E-1,2.711834590E0
1.508681317E1,1.197635115E0,2.361379330E0,9.981349146E-1,2.829614023E0
1.509680117E1,1.502121634E0,2.466526301E0,1.027317783E0,3.065208513E0
1.510678917E1,1.554708568E0,2.713974620E0,1.048111067E0,3.298683643E0
1.511677717E1,1.296682051E0,2.820336350E0,1.219552014E0,3.335114479E0
1.512676517E1,9.956994762E-1,2.749426581E0,1.897353652E0,3.485787551E0
1.513675317E1,9.484883261E-1,2.707922167E0,2.967979422E0,4.128119962E0
1.514674117E1,1.032230468E0,2.500219419E0,4.127988655E0,4.935269721E0
1.515672917E1,1.119355735E0,2.060548271E0,5.123557811E0,5.634683761E0
1.516671717E1,1.298537958E0,1.478186057E0,5.411986341E0,5.758544174E0
1.517670517E1,1.553030710E0,9.401721237E-1,4.932225806E0,5.255728247E0
1.518669317E1,1.858197187E0,5.976404035E-1,4.028480154E0,4.476463246E0
1.519668117E1,2.062362077E0,3.001375064E-1,3.069042113E0,3.709776186E0
1.520666917E1,2.084959519E0,2.926027112E-2,2.259527265E0,3.074634258E0
1.521665717E1,2.172535607E0,-5.659227669E-2,1.636697642E0,2.720641987E0
1.522664517E1,2.260705772E0,-1.175690880E-1,1.086789814E0,2.511120303E0
1.523663317E1,2.210677287E0,-1.948159962E-1,6.022164345E-1,2.299502549E0
1.524662117E1,2.140330313E0,-3.563475213E-1,2.315719593E-1,2.182114336E0
1.525660917E1,2.111784060E0,-5.024858858E-1,-1.297263265E-2,2.170781488E0
1.526659717E1,2.108778883E0,-6.210468078E-1,-4.046448648E-2,2.198700728E0
1.527658517E1,2.096879068E0,-7.671647801E-1,1.966933179E-1,2.241457537E0
1.528657317E1,1.934157489E0,-1.085511101E0,-8.314799130E-2,2.219507407E0
1.529656117E1,1.855849238E0,-1.204187213E0,-7.720757103E-1,2.343148339E0
1.530654917E1,1.960639382E0,-1.065184863E0,-1.345720310E0,2.605703117E0
1.531653717E1,1.892671640E0,-1.022621227E0,-1.975401117E0,2.920645422E0
1.532652517E1,1.547228518E0,-1.182985867E0,-2.408658746E0,3.097581089E0
1.533651317E1,1.180693612E0,-1.443888483E0,-2.527684084E0,3.141343372E0
1.534650117E1,8.232379702E-1,-1.599268737E0,-2.481648955E0,3.064957224E0
1.535648917E1,5.746230949E-1,-1.442442028E0,-2.180799184E0,2.677072242E0
1.536647717E1,3.429278690E-1,-1.020869401E0,-1.912814274E0,2.195138334E0
1.537646517E1,4.347167294E-3,-6.531111111E-1,-1.877273728E0,1.987644252E0
1.538645317E1,-6.623631605E-1,-4.700536463E-1,-1.925937765E0,2.090194169E0
1.539644117E1,-1.050162928E0,-5.862837951E-1,-1.779732231E0,2.148026461E0
1.540642917E1,-6.558666846E-1,-9.248029366E-1,-1.094179525E0,1.575642857E0
1.541641717E1,-2.330131700E-1,-1.013794343E0,-3.498745805E-1,1.097490924E0
1.542640517E1,-1.105233028E-1,-9.511319254E-1,-6.070813179E-2,9.594544373E-1
1.543639317E1,-3.615426262E-1,-7.595282433E-1,2.246892017E-1,8.706787354E-1
1.544638117E1,-7.244835410E-1,-5.440753765E-1,2.961117715E-1,9.531928440E-1
1.545636917E1,-9.732665603E-1,-3.323410466E-1,2.103939289E-1,1.049744718E0
1.546635717E1,-1.078192360E0,-1.754618586E-1,1.926949918E-1,1.109241628E0
1.547634517E1,-1.162062117E0,-1.960134329E-1,6.268133318E-1,1.334805073E0
1.548633317E1,-1.354010931E0,-2.567269003E-1,1.446840304E0,1.998149436E0
1.549632117E1,-1.526976686E0,-3.028409665E-1,2.470815818E0,2.920325540E0
1.550630917E1,-1.598498366E0,-4.730807499E-1,3.258215911E0,3.659914391E0
1.551629717E1,-1.538320870E0,-7.204998330E-1,3.674868618E0,4.048482490E0
1.552628517E1,-1.302227258E0,-8.377363607E-1,3.380832024E0,3.718551225E0
1.553627317E1,-1.197621740E0,-6.424582882E-1,3.422705104E0,3.682656747E0
1.554626117E1,-1.153730931E0,-4.706255040E-1,4.052612198E0,4.239840687E0
1.555624917E1,-9.290485268E-1,-4.702070627E-1,3.944509460E0,4.079629974E0
1.556623717E1,-4.719213201E-1,-1.882041840E-1,3.378539330E0,3.416527265E0
1.557622517E1,5.884509925E-3,1.960671542E-1,2.614711118E0,2.622058578E0
1.558621317E1,2.538275949E-1,4.362877301E-1,1.720163137E0,1.792689780E0
1.559620117E1,3.477785730E-1,5.522376511E-1,7.195934415E-1,9.714582235E-1
1.560618917E1,3.900873078E-1,7.392803588E-1,-2.797255343E-1,8.814476338E-1
1.561617717E1,3.603700037E-1,9.177194003E-1,-1.041501959E0,1.434155420E0
1.562616517E1,2.523649870E-1,1.040707103E0,-1.584586086E0,1.912504229E0
1.563615317E1,2.811772883E-1,1.068403756E0,-1.857216024E0,2.160971683E0
1.564614117E1,3.240828046E-1,1.042398410E0,-2.103835208E0,2.370178621E0
1.565612917E1,3.246810479E-1,1.150041777E0,-2.382109464E0,2.665043971E0
1.566611717E1,3.470117472E-1,1.258582033E0,-2.589371039E0,2.899877284E0
1.567610517E1,3.878837115E-1,1.304868446E0,-2.784717743E0,3.099643261E0
1.568609317E1,4.571172664E-1,1.293822617E0,-3.074743148E0,3.367043003E0
1.569608117E1,5.716544270E-1,1.253947091E0,-3.199818015E0,3.483964325E0
1.570606917E1,7.148072031E-1,1.202448836E0,-3.258159193E0,3.545762805E0
1.571605717E1,8.070050763E-1,1.127783108E0,-3.327758601E0,3.605153151E0
1.572604517E1,8.716594939E-1,1.114600852E0,-3.355862659E0,3.641969181E0
1.573603317E1,8.791527008E-1,1.142040812E0,-3.191120281E0,3.501487589E0
1.574602117E1,9.018283492E-1,1.195801136E0,-3.074873541E0,3.420245901E0
1.575600917E1,8.903781854E-1,1.265231925E0,-2.906903501E0,3.292973291E0
1.576599717E1,8.895451033E-1,1.372719828E0,-2.591098307E0,3.064219420E0
1.577598517E1,9.490000306E-1,1.513269205E0,-2.052748085E0,2.721095266E0
1.578597317E1,9.448395905E-1,1.672067157E0,-1.537128330E0,2.459937790E0
1.579596117E1,7.944560013E-1,1.754741816E0,-1.057084789E0,2.197204458E0
1.580594917E1,6.885619757E-1,1.810549396E0,-5.753256744E-1,2.020694520E0
1.581593717E1,6.507684242E-1,1.848295951E0,-1.435970914E-1,1.964769093E0
1.582592517E1,6.233516340E-1,1.947191809E0,3.247426629E-1,2.070164486E0
1.583591317E1,4.903159662E-1,2.093896550E0,6.260748285E-1,2.239817448E0
1.584590117E1,2.560085333E-1,2.137747159E0,7.911697930E-1,2.293785719E0
1.585588942E1,-2.825959325E-3,2.126527960E0,1.060882555E0,2.376468167E0
1.586587742E1,-2.920157238E-1,2.177297579E0,1.321067864E0,2.563419247E0
1.587586542E1,-3.960146303E-1,2.222575201E0,1.448547691E0,2.682341985E0
1.588585342E1,-3.041601714E-1,2.275807376E0,1.743389447E0,2.882918553E0
1.589584142E1,-1.716767366E-1,2.491649740E0,1.946870213E0,3.166716747E0
1.590582942E1,-1.463830339E-1,2.783698281E0,1.940563990E0,3.396497124E0
1.591581742E1,-4.952674980E-1,2.869611713E0,2.232328357E0,3.669230324E0
1.592580542E1,-1.030686583E0,2.540459080E0,3.213748421E0,4.224266337E0
1.593579342E1,-1.529323759E0,2.150437517E0,4.937653191E0,5.598538355E0
1.594578142E1,-1.563593120E0,1.819298293E0,6.608701470E0,7.030619094E0
1.595576942E1,-1.063164797E0,1.591511675E0,7.417761405E0,7.660705780E0
1.596575742E1,-3.948078746E-1,1.429233460E0,7.233644863E0,7.384050348E0
1.597574542E1,1.641579117E-1,1.425255307E0,6.349980889E0,6.510035161E0
1.598573342E1,3.186588543E-1,1.656292831E0,5.270915247E0,5.534202467E0
1.599572142E1,-2.141778083E-1,1.969658858E0,4.058117352E0,4.515943378E0
1.600570942E1,-7.567610485E-1,1.854955491E0,3.046374797E0,3.646086472E0
1.601569742E1,-3.580532272E-1,1.489714720E0,2.629143800E0,3.043000030E0
1.602568542E1,1.553775316E-1,1.427035784E0,2.799375544E0,3.145961974E0
1.603567342E1,7.751942497E-1,1.326859824E0,2.762546856E0,3.161194117E0
1.604566142E1,9.881665814E-1,1.221196982E0,2.645981442E0,3.077176150E0
1.605564942E1,6.669001613E-1,9.341401360E-1,2.240885757E0,2.517725679E0
1.606563742E1,3.196843463E-1,8.013940150E-1,1.523854566E0,1.751160525E0
1.607562542E1,8.726572847E-2,8.218405587E-1,7.393003124E-1,1.108874277E0
1.608561342E1,-7.967309154E-2,8.067168816E-1,-7.924672902E-2,8.145059685E-1
1.609560142E1,-1.812654028E-1,9.809581339E-1,-1.038801130E0,1.440223522E0
1.610558942E1,-2.810521579E-1,1.000678161E0,-2.141062676E0,2.380020269E0
1.611557742E1,-2.984521743E-1,1.049349142E0,-3.143094175E0,3.327047988E0
1.612556542E1,-3.317556672E-1,1.188319404E0,-4.061411088E0,4.244670170E0
1.613555342E1,-3.555548216E-1,1.148037790E0,-4.790372939E0,4.938834163E0
1.614554142E1,-3.307056900E-1,9.791044935E-1,-5.159308857E0,5.261794347E0
1.615552942E1,-3.373507582E-1,8.863476996E-1,-5.302011909E0,5.386162648E0
1.616551742E1,-3.144763044E-1,9.088140178E-1,-5.506470914E0,5.589817546E0
1.617550542E1,-2.005470715E-1,7.819202287E-1,-5.599465617E0,5.657352169E0
1.618549342E1,-3.370481282E-2,7.858431257E-1,-5.516814639E0,5.572605243E0
1.619548142E1,9.153121747E-2,7.080983271E-1,-5.119556562E0,5.169104429E0
1.620546942E1,5.992752850E-2,6.175653756E-1,-4.439047079E0,4.482200048E0
1.621545742E1,-1.110199872E-2,4.972065078E-1,-3.874420640E0,3.906209526E0
1.622544542E1,-9.559971012E-2,4.081512938E-1,-3.460351233E0,3.485650217E0
1.623543342E1,-4.220846240E-1,4.126941419E-1,-2.993024801E0,3.050683422E0
1.624542142E1,-6.027374945E-1,4.314438967E-1,-2.975070925E0,3.066020765E0
1.625540942E1,-3.040087286E-1,6.004697615E-1,-3.060932609E0,3.134053873E0
1.626539742E1,2.284614598E-1,7.253555802E-1,-2.940662400E0,3.037405259E0
1.627538542E1,9.339547062E-1,8.892681646E-1,-2.771177931E0,3.056549752E0
1.628537342E1,1.544208869E0,9.994225446E-1,-2.672336597E0,3.244196256E0
1.629536142E1,1.834674277E0,8.071972304E-1,-2.740727386E0,3.395465163E0
1.630534942E1,1.884291995E0,5.627101239E-1,-2.614246849E0,3.271312518E0
1.631533742E1,1.831097682E0,4.468430142E-1,-2.396811703E0,3.049146395E0
1.632532542E1,1.689476072E0,3.481945293E-1,-2.025391302E0,2.660409509E0
1.633531342E1,1.456871348E0,2.315998614E-1,-1.449537624E0,2.068156654E0
1.634530142E1,1.268012422E0,1.520012945E-1,-6.273261327E-1,1.422848542E0
1.635528942E1,1.150924633E0,8.668266971E-2,5.565947038E-1,1.281381700E0
1.636527742E1,9.377396089E-1,-1.339852922E-3,1.751578472E0,1.986802585E0
1.637526542E1,7.236704126E-1,-9.623888388E-2,2.734705338E0,2.830472412E0
1.638525342E1,6.332090163E-1,-2.802164812E-2,3.454585878E0,3.512250341E0
1.639524142E1,4.963462362E-1,6.603542034E-2,3.959432139E0,3.990967693E0
1.640522942E1,2.677227720E-1,1.925768781E-1,4.407867386E0,4.420187353E0
1.641521742E1,1.597115061E-1,2.334791748E-1,4.954415404E0,4.962484487E0
1.642520542E1,2.793113687E-1,2.378612244E-1,5.537848243E0,5.549987024E0
1.643519342E1,4.483954865E-1,3.195326476E-1,5.938360881E0,5.963831786E0
1.644518142E1,3.739809330E-1,3.310268117E-1,6.159051756E0,6.179268486E0
1.645516942E1,1.647195002E-1,2.432573274E-1,6.405176266E0,6.411909984E0
1.646515742E1,-6.612787943E-2,9.970182426E-2,6.794197955E0,6.795251224E0
1.647514542E1,-2.725522067E-1,5.800437927E-3,7.048885712E0,7.054155380E0
1.648513342E1,-4.532071968E-1,-2.240071971E-2,6.893156233E0,6.908075087E0
1.649512142E1,-5.924946345E-1,-3.289073423E-2,6.090545778E0,6.119385554E0
1.650510942E1,-5.051434087E-1,1.691074335E-1,4.813068906E0,4.842458000E0
1.651509742E1,-4.124886488E-1,5.082234661E-1,3.364428245E0,3.427508627E0
1.652508542E1,-5.131781043E-1,7.370799784E-1,2.005180401E0,2.197131562E0
1.653507342E1,-5.753821000E-1,8.681592775E-1,8.406840152E-1,1.338474768E0
1.654506142E1,-4.669977453E-1,9.618997192E-1,-1.823565298E-1,1.084708195E0
1.655504942E1,-2.710556484E-1,8.120738813E-1,-1.049815530E0,1.354639362E0
1.656503742E1,-8.776930165E-2,7.118730703E-1,-1.746528817E0,1.888075641E0
1.657502542E1,-4.425819654E-2,7.162760237E-1,-2.070817736E0,2.191642358E0
1.658501342E1,-1.680639979E-1,6.799080965E-1,-2.100471890E0,2.214159589E0
1.659500142E1,-2.885602752E-1,6.716899811E-1,-2.024644028E0,2.152584006E0
1.660498942E1,-3.485962330E-1,6.479590563E-1,-1.832562994E0,1.974755022E0
1.661497742E1,-2.608049677E-1,6.435819769E-1,-1.730698065E0,1.864814410E0
1.662496542E1,3.071432747E-3,6.113086355E-1,-1.733408834E0,1.838046210E0
1.663495342E1,2.534915079E-1,6.321765442E-1,-1.950118926E0,2.065640083E0
1.664494142E1,4.430169982E-1,6.158221744E-1,-2.414473802E0,2.530846648E0
1.665492942E1,6.020847259E-1,5.590688069E-1,-3.007215993E0,3.117436764E0
1.666491742E1,7.224841587E-1,4.937751059E-1,-3.478708566E0,3.587089420E0
1.667490542E1,8.140146453E-1,4.972319067E-1,-3.869406652E0,3.985243688E0
1.668489342E1,8.432255074E-1,5.124614184E-1,-4.254828211E0,4.367746452E0
1.669488142E1,7.510244914E-1,4.261417877E-1,-4.412179123E0,4.495882475E0
1.670486942E1,6.636714750E-1,2.540078354E-1,-4.333911218E0,4.391783949E0
1.671485742E1,6.565690814E-1,1.502200133E-1,-4.195199475E0,4.248923116E0
1.672484542E1,7.000274154E-1,9.799429111E-2,-4.057462463E0,4.118572921E0
1.673483342E1,8.572102200E-1,1.081678251E-1,-3.964884667E0,4.057932979E0
1.674482142E1,9.734583490E-1,1.412933250E-1,-3.899181844E0,4.021343558E0
1.675480942E1,1.101170163E0,1.164279308E-1,-3.676464908E0,3.839599642E0
1.676479742E1,1.237714343E0,2.075355906E-1,-3.332512972E0,3.560990105E0
1.677478542E1,1.268852229E0,3.942465054E-1,-2.932899637E0,3.219831760E0
1.678477342E1,1.257375898E0,5.559080580E-1,-2.422359942E0,2.785292733E0
1.679476142E1,1.171340844E0,6.331711556E-1,-1.894689075E0,2.315770234E0
1.680474942E1,1.046315095E0,6.101991629E-1,-1.593080921E0,2.001255885E0
1.681473742E1,1.006856622E0,5.760392174E-1,-1.466592198E0,1.869886123E0
1.682472542E1,1.038226787E0,5.506212614E-1,-1.335521597E0,1.778965028E0
1.683471342E1,1.029109736E0,5.103393542E-1,-1.062496387E0,1.564740131E0
1.684470117E1,8.585912593E-1,5.096765723E-1,-7.930286229E-1,1.275085705E0
1.685468917E1,6.165463521E-1,5.126267119E-1,-4.456420326E-1,9.173398341E-1
1.686467717E1,4.518441743E-1,4.866498716E-1,9.508566678E-2,6.708446462E-1
1.687466517E1,4.076854900E-1,5.419196543E-1,8.617819387E-1,1.096609539E0
1.688465317E1,3.926585843E-1,6.318162826E-1,1.656709152E0,1.816055559E0
1.689464117E1,3.965941259E-1,7.048814084E-1,2.201027042E0,2.344923185E0
1.690462917E1,3.041275367E-1,8.047541906E-1,2.367430614E0,2.518898683E0
1.691461717E1,1.635748163E-1,8.335443456E-1,2.416309828E0,2.561270404E0
1.692460517E1,-5.681596010E-2,8.596052396E-1,2.656332768E0,2.792535227E0
1.693459317E1,-1.903632501E-1,8.729563332E-1,2.941150058E0,3.073866391E0
1.694458117E1,-1.505141100E-1,8.930438579E-1,3.189776006E0,3.315848730E0
1.695456917E1,5.614141982E-2,9.296978601E-1,3.258707662E0,3.389198371E0
1.696455717E1,2.037026128E-1,8.755883843E-1,3.138146262E0,3.264370036E0
1.697454517E1,1.760399107E-1,7.635769285E-1,2.735311110E0,2.845341218E0
1.698453317E1,5.680511534E-2,6.015125393E-1,2.123952554E0,2.208216160E0
1.699452117E1,-2.065057132E-1,5.047581503E-1,2.124679363E0,2.193555970E0
1.700450917E1,-6.980385581E-1,4.658871397E-1,2.883928621E0,3.003556716E0
1.701449717E1,-1.100206250E0,3.598400632E-1,4.046925196E0,4.209221093E0
1.702448517E1,-1.156754088E0,3.572387466E-1,5.096234357E0,5.238063017E0
1.703447317E1,-8.184202299E-1,4.292559417E-1,5.340861395E0,5.420228111E0
1.704446117E1,-3.819024850E-1,5.065590927E-1,4.674025626E0,4.716881086E0
1.705444917E1,-2.181927441E-1,7.077723449E-1,3.456118433E0,3.534586877E0
1.706443717E1,-3.867851293E-1,9.802316174E-1,1.972906110E0,2.236697404E0
1.707442517E1,-6.318824293E-1,1.153028534E0,5.177604210E-1,1.413090959E0
1.708441317E1,-8.173707278E-1,1.187916312E0,-5.809314001E-1,1.554580767E0
1.709440117E1,-8.343861254E-1,1.239874159E0,-1.191700557E0,1.911449281E0
1.710438917E1,-7.836246190E-1,1.140421060E0,-1.042020607E0,1.732176285E0
1.711437717E1,-7.101380552E-1,9.127267552E-1,-3.934913009E-1,1.221557036E0
1.712436517E1,-5.634490293E-1,7.079416949E-1,3.706889141E-1,9.777865426E-1
1.713435317E1,-3.407087776E-1,5.782832326E-1,7.956358963E-1,1.040927686E0
1.714434117E1,-1.522756385E-1,4.899332294E-1,5.557357478E-1,7.563495625E-1
1.715432917E1,-5.822229769E-2,4.620319243E-1,-1.765689558E-1,4.980360741E-1
1.716431717E1,9.157470614E-4,3.230909707E-1,-1.094547899E0,1.141237801E0
1.717430517E1,6.288422791E-2,1.348846122E-1,-1.975237979E0,1.980836530E0
1.718429317E1,1.458535411E-1,1.907228356E-2,-2.831784321E0,2.835602132E0
1.719428117E1,2.068599448E-1,-7.087971060E-2,-3.433120165E0,3.440076894E0
1.720426917E1,2.378594702E-1,-1.052156390E-1,-3.829669560E0,3.838491422E0
1.721425717E1,1.875237874E-1,-2.131583645E-1,-3.880648509E0,3.891019726E0
1.722424517E1,4.180383142E-1,-1.716664675E-1,-3.840784532E0,3.867279564E0
1.723423317E1,7.765853023E-1,-2.542283485E-1,-3.845213213E0,3.931078915E0
1.724422117E1,9.399671788E-1,-3.324207149E-1,-3.796193665E0,3.924936709E0
1.725420917E1,9.974427505E-1,-3.008961826E-1,-3.551468979E0,3.701129890E0
1.726419717E1,9.392445360E-1,-2.909194074E-1,-3.217836210E0,3.364711618E0
1.727418517E1,7.522817890E-1,-3.136656610E-1,-2.882578499E0,2.995592235E0
1.728417317E1,5.384958172E-1,-4.019648300E-1,-2.638813341E0,2.723029437E0
1.729416117E1,6.898871740E-1,-2.566380774E-1,-2.553189638E0,2.657176085E0
1.730414917E1,1.090541533E0,-8.187199180E-2,-2.621992655E0,2.840920510E0
1.731413717E1,1.432301933E0,1.000948485E-1,-2.762931018E0,3.113726965E0
1.732412517E1,1.652285880E0,2.438415190E-1,-2.786757837E0,3.248926986E0
1.733411317E1,1.709914137E0,4.020450465E-1,-2.789313655E0,3.296318741E0
1.734410117E1,1.585076668E0,5.766520422E-1,-2.631799605E0,3.125918230E0
1.735408917E1,1.361803369E0,6.498520924E-1,-2.221126846E0,2.685185399E0
1.736407717E1,1.233261835E0,5.393228327E-1,-1.477889603E0,1.998990133E0
1.737406517E1,1.154840806E0,6.295629850E-1,-9.610483646E-1,1.628993799E0
1.738405317E1,9.883661176E-1,7.744508493E-1,-4.578112578E-1,1.336500224E0
1.739404117E1,8.671571378E-1,8.112724473E-1,1.921588022E-1,1.202933702E0
1.740402917E1,7.826103464E-1,8.970877922E-1,9.037702096E-1,1.494672557E0
1.741401717E1,5.933875043E-1,8.996452182E-1,1.723011900E0,2.032299254E0
1.742400517E1,4.519534441E-1,7.648702595E-1,2.455228311E0,2.611021733E0
1.743399317E1,3.709609923E-1,5.804245926E-1,3.162546692E0,3.236696827E0
1.744398117E1,1.010007467E-1,3.504011223E-1,3.648324598E0,3.666504394E0
1.745396917E1,-2.824931129E-1,9.144602171E-2,3.913322750E0,3.924571274E0
1.746395717E1,-4.589878638E-1,-4.946826668E-2,3.947010899E0,3.973916456E0
1.747394517E1,-4.440880620E-1,-1.829916105E-1,3.973744953E0,4.002667747E0
1.748393317E1,-3.325833040E-1,-3.417592664E-1,3.914734853E0,3.943673417E0
1.749392117E1,-3.067773852E-1,-3.735699468E-1,3.846931710E0,3.877183314E0
1.750390917E1,-5.325948802E-1,-2.255291908E-1,4.289966469E0,4.328779623E0
1.751389717E1,-9.054199284E-1,-4.782402051E-2,4.957461804E0,5.039692443E0
1.752388517E1,-8.926435429E-1,2.743612804E-1,5.360515056E0,5.441250617E0
1.753387317E1,-5.536872124E-1,5.979538143E-1,5.271028683E0,5.333653689E0
1.754386117E1,-2.423768463E-1,5.556892259E-1,4.576626801E0,4.616605888E0
1.755384917E1,1.157247803E-2,3.377396346E-1,3.543019168E0,3.559099157E0
1.756383717E1,1.316608686E-1,7.132312140E-2,2.360871207E0,2.365615021E0
1.757382517E1,-1.828111417E-4,-1.454412302E-1,1.379167553E0,1.386815173E0
1.758381317E1,-1.673954967E-1,-3.060410928E-1,5.978111422E-1,6.921420118E-1
1.759380117E1,-2.468503683E-1,-5.113239888E-1,1.612662077E-3,5.677939120E-1
1.760378917E1,-2.781838063E-1,-5.275890058E-1,-3.418457687E-1,6.874553940E-1
1.761377717E1,-4.202695752E-1,-4.511150996E-1,-2.830566931E-1,6.784190743E-1
1.762376517E1,-7.346184468E-1,-4.636920584E-1,6.542449594E-3,8.687447215E-1
1.763375317E1,-9.131867118E-1,-4.961225072E-1,5.419696480E-1,1.172083023E0
1.764374117E1,-7.482389510E-1,-5.488217808E-1,8.965015358E-1,1.290264267E0
1.765372917E1,-3.870924736E-1,-5.515223904E-1,8.512318075E-1,1.085639498E0
1.766371717E1,-9.030400568E-2,-5.320165175E-1,4.347627032E-1,6.929754660E-1
1.767370517E1,1.400567851E-1,-5.075532656E-1,-2.846746176E-1,5.985531375E-1
1.768369317E1,2.502973385E-1,-4.746150593E-1,-1.189893767E0,1.305279813E0
1.769368117E1,3.338578143E-1,-4.602716200E-1,-2.076283713E0,2.152734322E0
1.770366817E1,4.338975711E-1,-4.159166520E-1,-2.843751817E0,2.906574988E0
1.771365617E1,5.107313369E-1,-3.051832332E-1,-3.445327397E0,3.496321521E0
1.772364417E1,5.097132636E-1,-1.380022288E-1,-3.862505769E0,3.898435973E0
1.773363317E1,4.323237930E-1,-6.459624697E-3,-4.084178392E0,4.107001184E0
1.774362117E1,3.040589050E-1,-2.772156947E-3,-4.214988207E0,4.225941917E0
1.775360917E1,2.160296581E-1,-1.365484009E-1,-4.358020458E0,4.365507598E0
1.776359617E1,2.969298700E-1,-2.565621184E-1,-4.335533820E0,4.353256824E0
1.777358417E1,6.494119433E-1,-1.930195488E-1,-4.175877936E0,4.230478573E0
1.778357217E1,1.134195676E0,-1.537965542E-1,-4.114151804E0,4.270397906E0
1.779356017E1,1.478358696E0,-1.825397487E-1,-4.038447903E0,4.304407817E0
1.780354817E1,1.612975049E0,-1.100213559E-1,-3.893434031E0,4.215758741E0
1.781353617E1,1.483629523E0,-8.418578072E-2,-3.641737710E0,3.933255312E0
1.782352417E1,1.227899792E0,-1.253150408E-1,-3.407937961E0,3.624566582E0
1.783351217E1,1.000626706E0,-1.648918103E-1,-3.142034075E0,3.301639175E0
1.784350017E1,8.562943268E-1,-8.782872397E-2,-2.819274203E0,2.947755229E0
1.785348842E1,7.957430466E-1,2.479515452E-2,-2.363106013E0,2.493610199E0
1.786347642E1,7.687891366E-1,5.651509345E-2,-1.834181503E0,1.989586007E0
1.787346442E1,7.691540028E-1,2.444830500E-3,-1.173084776E0,1.402758621E0
1.788345242E1,7.759386733E-1,5.483953726E-2,-4.887839592E-1,9.186936150E-1
1.789344042E1,7.627556140E-1,1.154441002E-1,3.443010145E-1,8.447879353E-1
1.790342842E1,7.502416223E-1,7.297284935E-2,1.096783290E0,1.330834743E0
1.791341642E1,6.358372667E-1,3.022210155E-2,1.763326698E0,1.874706230E0
1.792340442E1,4.206232587E-1,2.273934659E-2,2.406469549E0,2.443058880E0
1.793339242E1,2.735956423E-1,3.395573147E-2,2.725721092E0,2.739628266E0
1.794338042E1,1.959661070E-1,1.822594661E-1,2.824665921E0,2.837315420E0
1.795336842E1,-9.819940961E-2,1.123576475E-1,2.761459858E0,2.765488730E0
1.796335642E1,-4.760668498E-1,-5.140506551E-2,2.637003043E0,2.680124470E0
1.797334442E1,-6.162898055E-1,-1.282731837E-1,2.797518468E0,2.867468694E0
1.798333242E1,-6.794197809E-1,-1.307103763E-1,3.130582888E0,3.206126270E0
1.799332042E1,-5.982016266E-1,-1.890893794E-1,3.579104090E0,3.633673907E0
1.800330842E1,-4.922829330E-1,-2.221591115E-1,3.925119508E0,3.962103016E0
1.801329642E1,-3.378187182E-1,-2.162649719E-1,3.936491758E0,3.956874952E0
