"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.942998417E0,4.247744163E-1,-6.199932491E-2,-1.088190222E0,1.169801342E0
9.952986417E0,4.956592980E-1,1.579654545E-2,-7.597193742E-1,9.072492480E-1
9.962974417E0,5.244863636E-1,1.406351113E-1,-3.726044619E-1,6.585577159E-1
9.972962417E0,4.909435186E-1,1.439658680E-1,7.995658100E-2,5.178269638E-1
9.982950417E0,4.468693266E-1,8.656470213E-2,3.816085893E-1,5.939787523E-1
9.992938417E0,3.985154844E-1,2.081387674E-2,4.450070250E-1,5.977282502E-1
1.000292642E1,3.803659098E-1,-4.378089929E-2,4.597887862E-1,5.983316140E-1
1.001291442E1,2.584459451E-1,-1.214832873E-1,4.958134818E-1,5.721743654E-1
1.002290242E1,3.899727389E-4,-1.223350622E-1,5.962405801E-1,6.086615224E-1
1.003289042E1,-2.248567244E-1,-3.539869638E-2,8.602908987E-1,8.898955245E-1
1.004287842E1,-3.515520005E-1,7.432956783E-2,1.291033056E0,1.340104491E0
1.005286642E1,-3.767445099E-1,4.223774599E-2,1.722957521E0,1.764172064E0
1.006285442E1,-2.633811413E-1,6.005485162E-2,2.000127237E0,2.018287684E0
1.007284242E1,-5.881293956E-2,1.176829991E-1,2.047656330E0,2.051878333E0
1.008283042E1,8.014246764E-2,1.378638782E-1,1.783751022E0,1.790864867E0
1.009281842E1,3.007451417E-2,6.280399315E-2,1.225895659E0,1.227871729E0
1.010280642E1,-2.421146901E-1,-8.207870001E-2,7.037346232E-1,7.487314980E-1
1.011279442E1,-6.776858622E-1,-1.656434882E-1,5.886696053E-1,9.128131228E-1
1.012278242E1,-1.041750539E0,-4.190743312E-2,8.410126287E-1,1.339515830E0
1.013277042E1,-1.197908326E0,1.555694848E-1,1.315209539E0,1.785766601E0
1.014275842E1,-1.095564876E0,3.106684514E-1,1.729038041E0,2.070350171E0
1.015274642E1,-8.081373165E-1,4.683092392E-1,1.930103322E0,2.144224405E0
1.016273442E1,-4.684264759E-1,4.306521106E-1,1.735590430E0,1.848555854E0
1.017272242E1,-2.293981837E-1,2.553222529E-1,1.425205021E0,1.465954410E0
1.018271042E1,-1.045241783E-1,1.092394918E-1,1.086124985E0,1.096597489E0
1.019269842E1,-9.931227179E-2,-5.473421428E-2,6.252451086E-1,6.354448893E-1
1.020268642E1,-1.821524986E-1,-1.948194132E-1,1.019520521E-1,2.855317100E-1
1.021267442E1,-2.975710720E-1,-2.597715455E-1,-4.089747280E-1,5.685860769E-1
1.022266242E1,-4.426623281E-1,-1.864388913E-1,-6.890499258E-1,8.399399962E-1
1.023265042E1,-5.576667908E-1,2.336954853E-2,-7.365585530E-1,9.241519828E-1
1.024263842E1,-7.311061706E-1,2.347228410E-1,-3.583039266E-1,8.473445277E-1
1.025262542E1,-9.252128995E-1,3.104912077E-1,3.631284642E-1,1.041290536E0
1.026261342E1,-8.911421241E-1,3.545417549E-1,9.828713429E-1,1.373269900E0
1.027260142E1,-6.795219610E-1,4.208863834E-1,1.616783195E0,1.803575155E0
1.028258942E1,-4.355827021E-1,4.724375927E-1,2.043641047E0,2.142288099E0
1.029257742E1,-1.591426817E-1,4.777323927E-1,2.117359818E0,2.176411549E0
1.030256542E1,-4.376314751E-2,4.334976215E-1,1.704272743E0,1.759085269E0
1.031255342E1,-1.590120147E-2,3.125307530E-1,8.295585179E-1,8.866203553E-1
1.032254142E1,-4.653927302E-2,1.404774557E-1,-9.166738451E-2,1.740767902E-1
1.033252942E1,-1.714550906E-1,3.367895717E-3,-7.327707267E-1,7.525696836E-1
1.034251742E1,-3.197485560E-1,-4.907146001E-2,-1.139242262E0,1.184280405E0
1.035250542E1,-3.684178190E-1,-6.344563827E-2,-1.386076623E0,1.435606298E0
1.036249342E1,-3.002262744E-1,1.555784200E-2,-1.512049622E0,1.541645848E0
1.037248142E1,-2.258803161E-1,1.149137486E-1,-1.579001995E0,1.599210552E0
1.038246942E1,-8.407715041E-2,1.303171967E-1,-1.584857397E0,1.592427238E0
1.039245742E1,1.568162756E-1,1.931787027E-1,-1.640698307E0,1.659457830E0
1.040244542E1,3.125106898E-1,2.316231224E-1,-1.783805401E0,1.825725585E0
1.041243342E1,3.154648127E-1,2.327153457E-1,-1.941296062E0,1.980480972E0
1.042242142E1,3.117666681E-1,1.900086348E-1,-2.079799059E0,2.111602676E0
1.043240942E1,3.258199028E-1,1.886969764E-1,-2.180747729E0,2.213012837E0
1.044239742E1,3.286063203E-1,1.919606729E-1,-2.313898185E0,2.344985250E0
1.045238542E1,3.177537419E-1,1.664937829E-1,-2.382250382E0,2.409108653E0
1.046237342E1,2.946715292E-1,2.318554030E-1,-2.450762208E0,2.479278854E0
1.047236142E1,3.118040537E-1,3.557367431E-1,-2.403115586E0,2.449231495E0
1.048234942E1,3.369861843E-1,4.405803904E-1,-2.128520983E0,2.199607316E0
1.049233742E1,3.559671234E-1,4.892338293E-1,-1.700000768E0,1.804456966E0
1.050232542E1,3.447737619E-1,5.130958778E-1,-1.244474602E0,1.389551496E0
1.051231342E1,3.791321107E-1,4.783576427E-1,-7.089351368E-1,9.354978460E-1
1.052230142E1,5.594873945E-1,4.691784643E-1,-1.005311787E-1,7.370624762E-1
1.053228942E1,7.275682396E-1,5.179467645E-1,2.117966759E-1,9.178683054E-1
1.054227742E1,6.980692559E-1,4.853536901E-1,2.503596479E-1,8.863119337E-1
1.055226542E1,5.577884129E-1,3.834026978E-1,1.272564626E-1,6.887087552E-1
1.056225342E1,4.206931694E-1,3.285168579E-1,1.862864435E-2,5.340909053E-1
1.057224142E1,2.512709912E-1,2.450915989E-1,8.549214005E-3,3.511126485E-1
1.058222942E1,1.233912338E-1,1.877733173E-1,3.602761924E-2,2.275570360E-1
1.059221742E1,8.010074227E-2,1.975512872E-1,2.381208408E-1,3.196000231E-1
1.060220542E1,4.984471774E-2,2.159913588E-1,5.698655444E-1,6.114601391E-1
1.061219342E1,4.766271958E-2,1.536132622E-1,8.438204616E-1,8.590120725E-1
1.062218142E1,-1.830136472E-2,5.353970122E-2,1.042203040E0,1.043737810E0
1.063216942E1,-2.353594201E-1,-3.601819061E-2,1.255071511E0,1.277456795E0
1.064215742E1,-5.017958412E-1,-1.511929535E-1,1.433389369E0,1.526192471E0
1.065214542E1,-7.618233486E-1,-2.328170507E-1,1.469232216E0,1.671293480E0
1.066213342E1,-8.187535943E-1,-2.961198479E-1,1.426601921E0,1.671298134E0
1.067212142E1,-6.308243025E-1,-3.361662585E-1,1.176594860E0,1.376707129E0
1.068210942E1,-5.165072896E-1,-2.371333557E-1,8.807620007E-1,1.048214535E0
1.069209742E1,-7.387189530E-1,-3.306650518E-1,9.121691501E-1,1.219466124E0
1.070208542E1,-1.164261328E0,-6.302553684E-1,1.347621825E0,1.889129655E0
1.071207342E1,-1.294365969E0,-5.270547896E-1,2.260995501E0,2.658057688E0
1.072206142E1,-1.135393844E0,-2.753731593E-1,3.030617720E0,3.248013750E0
1.073204942E1,-8.574704211E-1,-1.914452591E-1,3.312287453E0,3.426828707E0
1.074203742E1,-6.335073705E-1,-1.139751700E-1,3.054367356E0,3.121455089E0
1.075202542E1,-3.211503529E-1,-3.070029415E-2,2.449429627E0,2.470584051E0
1.076201342E1,-3.691679802E-2,-1.344763121E-1,1.536116762E0,1.542433608E0
1.077200142E1,2.743939335E-2,-3.035118980E-1,6.898609346E-1,7.541753786E-1
1.078198942E1,-1.740630950E-1,-4.425030645E-1,9.200476885E-2,4.843261305E-1
1.079197742E1,-4.146406069E-1,-6.359640782E-1,-4.314701360E-1,8.732374361E-1
1.080196542E1,-5.825638696E-1,-8.077384633E-1,-7.732118243E-1,1.260824576E0
1.081195342E1,-5.040008628E-1,-8.215161113E-1,-7.256189972E-1,1.206411422E0
1.082194142E1,-3.359157784E-1,-6.684760590E-1,-2.563653231E-1,7.908367913E-1
1.083192942E1,-2.817365562E-1,-5.530326531E-1,4.867467892E-1,7.887604448E-1
1.084191742E1,-3.805739976E-1,-4.770559064E-1,1.210178343E0,1.355341480E0
1.085190554E1,-4.317618756E-1,-3.631564578E-1,1.735996812E0,1.825372801E0
1.086189354E1,-3.870096258E-1,-3.410243080E-1,1.910159054E0,1.978580714E0
1.087188154E1,-3.249024746E-1,-3.935223643E-1,1.784022333E0,1.855574616E0
1.088186954E1,-2.294937309E-1,-4.554462053E-1,1.257009863E0,1.356529548E0
1.089185754E1,-1.903936374E-1,-5.718402223E-1,5.229416388E-1,7.979466991E-1
1.090184554E1,-1.624463951E-1,-6.675095142E-1,-1.767677611E-1,7.093691735E-1
1.091183354E1,-1.501834500E-1,-6.449621391E-1,-7.915223801E-1,1.032007223E0
1.092182154E1,-1.485568551E-1,-5.947747562E-1,-1.391567159E0,1.520620040E0
1.093180954E1,-1.703919572E-1,-4.925955763E-1,-1.810130151E0,1.883681232E0
1.094179754E1,-1.379489187E-1,-4.413704954E-1,-1.960524631E0,2.014322379E0
1.095178554E1,-3.667036529E-2,-4.403378406E-1,-2.010127146E0,2.058118867E0
1.096177354E1,1.244045836E-1,-3.967605888E-1,-2.012962461E0,2.055459397E0
1.097176154E1,2.923915171E-1,-3.772554469E-1,-2.096263649E0,2.149915291E0
1.098174954E1,4.017848820E-1,-4.328837735E-1,-2.181710765E0,2.260239217E0
1.099173754E1,4.323305173E-1,-5.515036062E-1,-2.340214164E0,2.442881134E0
1.100172554E1,4.239193341E-1,-6.383779550E-1,-2.485095888E0,2.600564475E0
1.101171354E1,3.788761489E-1,-7.118270966E-1,-2.518565935E0,2.644507388E0
1.102170154E1,4.004508397E-1,-7.292080913E-1,-2.451825816E0,2.589122467E0
1.103168954E1,4.605915358E-1,-7.359957585E-1,-2.331001291E0,2.487448761E0
1.104167754E1,4.854741427E-1,-7.251901039E-1,-2.171552982E0,2.340347877E0
1.105166554E1,4.898341191E-1,-7.189335101E-1,-1.885501930E0,2.076516406E0
1.106165354E1,4.856495592E-1,-6.781164365E-1,-1.486214869E0,1.704268768E0
1.107164154E1,4.907954379E-1,-6.663269149E-1,-1.213375601E0,1.468724640E0
1.108162954E1,5.306366843E-1,-6.566537198E-1,-1.006885858E0,1.313997157E0
1.109161754E1,7.008792816E-1,-5.766420288E-1,-7.813593346E-1,1.197610206E0
1.110160554E1,8.249507658E-1,-5.116153628E-1,-6.349058783E-1,1.159913583E0
1.111159354E1,9.074348789E-1,-5.586154284E-1,-4.915397519E-1,1.173499290E0
1.112158154E1,8.730300082E-1,-6.220988680E-1,-2.960492063E-1,1.112130176E0
1.113156954E1,7.047488958E-1,-6.615532480E-1,-1.228915161E-1,9.743849500E-1
1.114155754E1,4.714629715E-1,-7.110004465E-1,3.788352549E-2,8.539520653E-1
1.115154554E1,2.562823840E-1,-7.680094834E-1,3.202935165E-1,8.706934958E-1
1.116153354E1,1.591616669E-1,-8.194889548E-1,5.711864305E-1,1.011508043E0
1.117152154E1,1.401995302E-1,-8.098962320E-1,7.584306479E-1,1.118393876E0
1.118150954E1,1.088845475E-1,-8.007742102E-1,9.115417439E-1,1.218196836E0
1.119149754E1,1.686455218E-1,-7.276069044E-1,1.033681308E0,1.275284347E0
1.120148554E1,3.011563471E-1,-6.515607950E-1,1.156523708E0,1.361166302E0
1.121147254E1,3.219810230E-1,-7.070942871E-1,1.167684288E0,1.402547934E0
1.122146054E1,2.981040275E-1,-8.487538306E-1,1.112786534E0,1.430923809E0
1.123144854E1,1.938205626E-1,-9.223488602E-1,1.012307396E0,1.383134156E0
1.124143654E1,-4.359334985E-2,-9.621597742E-1,1.047819875E0,1.423228127E0
1.125142454E1,-2.935642675E-1,-1.016326041E0,1.235478660E0,1.626501190E0
1.126141254E1,-4.130128151E-1,-1.029160095E0,1.490917785E0,1.858113540E0
1.127140054E1,-5.632195991E-1,-9.997122741E-1,1.801448205E0,2.135850319E0
1.128138854E1,-5.996641979E-1,-8.885309038E-1,2.025639224E0,2.291789385E0
1.129137654E1,-6.023102092E-1,-6.991602002E-1,2.186991386E0,2.373717316E0
1.130136454E1,-5.941802406E-1,-5.561643853E-1,2.318477139E0,2.457174236E0
1.131135254E1,-4.459640680E-1,-5.054846303E-1,2.136737491E0,2.240545863E0
1.132134054E1,-3.385884310E-1,-4.965498655E-1,1.894227145E0,1.987284673E0
1.133132854E1,-2.526640538E-1,-5.423463914E-1,1.660062531E0,1.764592400E0
1.134131654E1,-2.860045668E-1,-6.431609774E-1,1.486158736E0,1.644421613E0
1.135130454E1,-3.611593047E-1,-7.005990538E-1,1.368864759E0,1.579577730E0
1.136129254E1,-3.305020972E-1,-7.628599137E-1,1.111384372E0,1.387934475E0
1.137128054E1,-2.866404516E-1,-8.228150703E-1,7.443628317E-1,1.145977056E0
1.138126854E1,-3.016062904E-1,-8.032881474E-1,3.862080091E-1,9.409542117E-1
1.139125654E1,-4.720674274E-1,-7.197375023E-1,1.397712582E-1,8.720124614E-1
1.140124454E1,-6.643849815E-1,-6.036780191E-1,-3.642230630E-3,8.976902696E-1
1.141123254E1,-7.301775596E-1,-4.235134643E-1,4.338634014E-2,8.452249982E-1
1.142122054E1,-6.378563833E-1,-1.833632011E-1,2.354948562E-1,7.042305422E-1
1.143120854E1,-5.914183813E-1,-8.759187520E-2,4.041016585E-1,7.216274584E-1
1.144119654E1,-6.060326198E-1,-1.222421828E-1,5.013987422E-1,7.960021270E-1
1.145118454E1,-5.714799241E-1,-1.948297372E-1,5.975760841E-1,8.494969726E-1
1.146117254E1,-4.598882619E-1,-2.442652412E-1,4.975115132E-1,7.201947149E-1
1.147116054E1,-3.024163125E-1,-3.392609705E-1,2.392505229E-1,5.136092336E-1
1.148114854E1,-2.396302812E-1,-5.289112806E-1,-5.010420620E-2,5.828209381E-1
1.149113654E1,-2.163294558E-1,-7.048101454E-1,-3.232405132E-1,8.050094434E-1
1.150112454E1,-1.727903206E-1,-8.351809081E-1,-5.415521568E-1,1.010278369E0
1.151111254E1,-1.153276858E-1,-8.664092790E-1,-6.471557951E-1,1.087555119E0
1.152110054E1,-2.686521504E-2,-9.228591760E-1,-7.588241655E-1,1.195075275E0
1.153108854E1,-9.551262315E-3,-8.739862472E-1,-8.647049618E-1,1.229494960E0
1.154107654E1,-1.430749716E-2,-7.391811754E-1,-1.062037380E0,1.294031264E0
1.155106454E1,-6.786923507E-2,-7.407844819E-1,-1.355236069E0,1.545973054E0
1.156105254E1,-1.375173941E-1,-7.586814934E-1,-1.588977345E0,1.766170333E0
1.157104054E1,-9.704737108E-2,-7.469511748E-1,-1.711645498E0,1.870049347E0
1.158102854E1,1.690923404E-2,-7.265017806E-1,-1.909757350E0,2.043346250E0
1.159101654E1,4.066950448E-2,-6.901212088E-1,-2.017653682E0,2.132802773E0
1.160100454E1,1.073759842E-1,-6.141159569E-1,-2.156910385E0,2.245201643E0
1.161099254E1,2.590625157E-1,-5.865707837E-1,-2.285015863E0,2.373283836E0
1.162098054E1,4.174913438E-1,-5.796574745E-1,-2.225606398E0,2.337439978E0
1.163096854E1,6.163091744E-1,-5.335885414E-1,-2.133043220E0,2.283512012E0
1.164095654E1,7.097033878E-1,-4.191109860E-1,-1.984343264E0,2.148709172E0
1.165094454E1,6.792579592E-1,-4.231668705E-1,-1.803063791E0,1.972688675E0
1.166093254E1,5.669461393E-1,-4.169156488E-1,-1.603926337E0,1.751521132E0
1.167092054E1,5.201837265E-1,-3.560248647E-1,-1.357222368E0,1.496461617E0
1.168090854E1,5.197334909E-1,-3.199264576E-1,-1.139884286E0,1.292985702E0
1.169089654E1,5.307296915E-1,-2.549275293E-1,-1.005809970E0,1.165468037E0
1.170088454E1,5.996491779E-1,-2.416049773E-1,-8.126068550E-1,1.038403584E0
1.171087254E1,7.575640174E-1,-2.229050335E-1,-6.317641693E-1,1.011294151E0
1.172086054E1,8.108401919E-1,-2.112849349E-1,-5.199940574E-1,9.861526050E-1
1.173084854E1,7.825410569E-1,-2.137987626E-1,-5.082762372E-1,9.573009714E-1
1.174083654E1,7.739602679E-1,-2.030626168E-1,-4.865883297E-1,9.364919248E-1
1.175082454E1,8.035048599E-1,-2.262689732E-1,-5.013490409E-1,9.737394769E-1
1.176081254E1,7.867403079E-1,-2.305653611E-1,-5.017466515E-1,9.611817727E-1
1.177080054E1,7.148102729E-1,-1.962418763E-1,-4.772912568E-1,8.816300494E-1
1.178078854E1,5.455981742E-1,-1.327081872E-1,-5.092316723E-1,7.580275237E-1
1.179077654E1,2.985717865E-1,-1.588493342E-1,-3.330655897E-1,4.746692634E-1
1.180076454E1,1.263055043E-1,-1.710433735E-1,1.761473715E-2,2.133522791E-1
1.181075254E1,6.479588371E-2,-2.106337744E-1,4.875788480E-1,5.350684316E-1
1.182074054E1,-9.137845896E-3,-3.178070977E-1,9.441271073E-1,9.962232914E-1
1.183072854E1,-6.666951433E-2,-4.630934497E-1,1.423848467E0,1.498747752E0
1.184071567E1,-7.457418244E-2,-5.602932870E-1,1.857744028E0,1.941829743E0
1.185070367E1,-1.241743952E-2,-7.585940775E-1,2.172051165E0,2.300744538E0
1.186069167E1,1.021352527E-1,-9.175190601E-1,2.139604381E0,2.330274606E0
1.187067967E1,5.648768462E-2,-1.088715156E0,1.712139003E0,2.029756516E0
1.188066767E1,-2.686336951E-1,-1.276630487E0,1.163576034E0,1.748101442E0
1.189065567E1,-6.396633191E-1,-1.387841605E0,8.272126150E-1,1.737686449E0
1.190064367E1,-9.144501489E-1,-1.376771657E0,1.167643942E0,2.023638220E0
1.191063167E1,-9.726631276E-1,-1.023135855E0,2.199842396E0,2.613845272E0
1.192061967E1,-9.102804264E-1,-5.988112719E-1,3.214240757E0,3.393895849E0
1.193060767E1,-9.919316036E-1,-3.848291260E-1,3.736662578E0,3.885185836E0
1.194059567E1,-9.211240878E-1,-3.504949701E-1,3.685187784E0,3.814698588E0
1.195058367E1,-7.508406696E-1,-4.260589034E-1,3.035889570E0,3.156249892E0
1.196057167E1,-6.036511950E-1,-6.486985829E-1,2.296767012E0,2.461776457E0
1.197055967E1,-4.829642985E-1,-8.522745122E-1,1.458783826E0,1.757178593E0
1.198054767E1,-4.056931975E-1,-1.003112357E0,7.143888348E-1,1.296600470E0
1.199053567E1,-4.948447444E-1,-1.168945825E0,2.826684380E-1,1.300464189E0
1.200052367E1,-5.662459718E-1,-1.188605918E0,3.170769632E-2,1.316975287E0
1.201051167E1,-4.829841790E-1,-9.766978526E-1,1.424709177E-1,1.098867770E0
1.202049967E1,-7.262670149E-1,-1.107845564E0,2.879151446E-1,1.355610822E0
1.203048767E1,-9.150701000E-1,-8.448918908E-1,4.474482375E-1,1.323406786E0
1.204047567E1,-8.892770085E-1,-5.346794126E-1,7.817312175E-1,1.299153328E0
1.205046367E1,-8.583456762E-1,-4.708914793E-1,1.027194992E0,1.419022775E0
1.206045167E1,-7.915488388E-1,-3.640768461E-1,1.139808857E0,1.434665726E0
1.207043967E1,-7.324736881E-1,-2.730794246E-1,9.846132284E-1,1.257200575E0
1.208042767E1,-7.396097763E-1,-2.486105264E-1,5.637417555E-1,9.626186067E-1
1.209041567E1,-7.797044995E-1,-3.109820449E-1,-1.932153940E-2,8.396560371E-1
1.210040367E1,-7.632708268E-1,-3.680558398E-1,-5.521742088E-1,1.011406848E0
1.211039167E1,-6.057687642E-1,-3.803779697E-1,-9.399492717E-1,1.181163760E0
1.212037967E1,-3.838958373E-1,-4.152806577E-1,-1.209732201E0,1.335397332E0
1.213036767E1,-1.217836880E-1,-3.546947327E-1,-1.498991620E0,1.545191087E0
1.214035567E1,6.855239086E-2,-2.953343841E-1,-1.679271803E0,1.706421876E0
1.215034367E1,1.588136662E-1,-3.143754034E-1,-1.745775695E0,1.780950997E0
1.216033167E1,1.743068508E-1,-3.464918932E-1,-1.838596736E0,1.879062922E0
1.217031967E1,5.487286638E-2,-3.884319976E-1,-1.860018010E0,1.900935940E0
1.218030767E1,-9.483624648E-2,-3.808587570E-1,-1.943571798E0,1.982805750E0
1.219029567E1,-1.067231608E-1,-3.818273482E-1,-2.189874063E0,2.225473066E0
1.220028367E1,-1.074819101E-1,-3.668815727E-1,-2.386560364E0,2.416986724E0
1.221027167E1,-4.952865746E-2,-3.853289168E-1,-2.509904455E0,2.539793660E0
1.222025967E1,5.386268679E-2,-4.363718204E-1,-2.539946280E0,2.577721602E0
1.223024767E1,1.653787372E-1,-4.104351432E-1,-2.269358774E0,2.312097831E0
1.224023567E1,2.949532188E-1,-4.283255400E-1,-2.048859102E0,2.113831542E0
1.225022367E1,2.210426222E-1,-6.358332467E-1,-1.836398767E0,1.955889616E0
1.226021167E1,2.659376536E-1,-6.529774292E-1,-1.541569290E0,1.695151390E0
1.227019967E1,4.992764953E-1,-5.533615955E-1,-1.203258163E0,1.415385559E0
1.228018767E1,6.053915822E-1,-5.818656755E-1,-9.194805086E-1,1.245195181E0
1.229017567E1,5.635085247E-1,-5.832444855E-1,-7.577143639E-1,1.109886050E0
1.230016367E1,4.406663445E-1,-6.017089327E-1,-8.250614244E-1,1.112190101E0
1.231015167E1,3.684850254E-1,-6.408186559E-1,-9.464566380E-1,1.200920452E0
1.232013967E1,3.923988583E-1,-6.156121863E-1,-1.014969049E0,1.250246935E0
1.233012767E1,4.043584974E-1,-5.457409925E-1,-9.100957274E-1,1.135611403E0
1.234011567E1,3.643886854E-1,-5.619077398E-1,-5.984046346E-1,8.981133162E-1
1.235010367E1,3.051046430E-1,-5.803611504E-1,-1.877084863E-1,6.820134777E-1
1.236009167E1,1.704916156E-1,-5.346764525E-1,3.326644707E-1,6.523894158E-1
1.237007967E1,3.592383116E-3,-5.076858512E-1,8.007832003E-1,9.481622027E-1
1.238006767E1,-8.310998440E-2,-4.646641946E-1,1.214824541E0,1.303310687E0
1.239005567E1,-9.478924949E-2,-3.206085718E-1,1.630159870E0,1.664090160E0
1.240004367E1,-7.617909696E-2,-2.835070749E-1,1.784058001E0,1.808049354E0
1.241003167E1,7.671945278E-2,-2.608727954E-1,1.684495121E0,1.706301352E0
1.242001967E1,1.983079534E-1,-2.859629785E-1,1.487530493E0,1.527693633E0
1.243000767E1,1.304661454E-1,-4.549759064E-1,1.233087149E0,1.320805969E0
1.243999567E1,1.218629178E-2,-5.479341003E-1,9.344388556E-1,1.083308017E0
1.244998367E1,-1.695512372E-1,-5.500377458E-1,9.695695120E-1,1.127543428E0
1.245997167E1,-4.468928982E-1,-5.121438780E-1,1.459029409E0,1.609587348E0
1.246995967E1,-6.870077126E-1,-3.540720043E-1,2.291350737E0,2.418188326E0
1.247994767E1,-8.697223113E-1,-3.053184318E-1,2.968631387E0,3.108441499E0
1.248993567E1,-9.099264506E-1,-2.476505598E-1,3.405837057E0,3.533981183E0
1.249992367E1,-7.355281274E-1,-9.450021431E-2,3.434749784E0,3.513892143E0
1.250991167E1,-5.159520600E-1,-9.320238825E-2,2.986503401E0,3.032176740E0
1.251989867E1,-4.483511573E-1,-1.536250663E-1,2.276825083E0,2.325629352E0
1.252988667E1,-4.587005097E-1,-3.813039128E-1,1.619678151E0,1.726023217E0
1.253987467E1,-4.842991447E-1,-4.947378499E-1,9.983115005E-1,1.214881498E0
1.254986267E1,-5.183547174E-1,-5.909868568E-1,2.912275922E-1,8.383141347E-1
1.255985067E1,-5.401381904E-1,-6.316065869E-1,-3.677477646E-1,9.087984175E-1
1.256983867E1,-5.304311546E-1,-5.616014187E-1,-8.264372742E-1,1.131261213E0
1.257982667E1,-5.411187319E-1,-5.472352484E-1,-1.154463733E0,1.387466184E0
1.258981467E1,-4.582918624E-1,-4.954195622E-1,-1.200425187E0,1.377132021E0
1.259980267E1,-4.194661312E-1,-3.308363387E-1,-1.011265422E0,1.143705501E0
1.260979067E1,-5.545014371E-1,-2.496151877E-1,-6.642238176E-1,9.005403187E-1
1.261977867E1,-8.089230361E-1,-2.399295673E-1,-1.405577087E-1,8.553824554E-1
1.262976667E1,-1.051513196E0,-2.506934142E-1,3.842211252E-1,1.147237143E0
1.263975467E1,-1.151940806E0,-2.299589317E-1,9.149454081E-1,1.488950580E0
1.264974267E1,-1.123693419E0,-1.736263445E-1,1.354977622E0,1.768840683E0
1.265973067E1,-9.508545481E-1,-1.774610216E-1,1.434819598E0,1.730411530E0
1.266971867E1,-6.751292402E-1,-2.397793487E-1,1.104315673E0,1.316361171E0
1.267970667E1,-4.145239549E-1,-3.073198972E-1,6.803820133E-1,8.539293369E-1
1.268969467E1,-2.463157866E-1,-3.999308761E-1,1.151106262E-1,4.835975896E-1
1.269968267E1,-1.838759654E-1,-4.651023703E-1,-3.326118457E-1,6.006340195E-1
1.270967067E1,-2.069102674E-1,-4.952721027E-1,-5.982169390E-1,8.037224773E-1
1.271965867E1,-2.317304553E-1,-5.264591776E-1,-7.884438211E-1,9.759620528E-1
1.272964667E1,-2.610590293E-1,-5.788839975E-1,-9.447498357E-1,1.138336836E0
1.273963467E1,-3.292980824E-1,-5.701423736E-1,-1.117840868E0,1.297331013E0
1.274962267E1,-3.197696060E-1,-5.497873753E-1,-1.304885695E0,1.451635435E0
1.275961067E1,-2.863970612E-1,-4.899674721E-1,-1.412004932E0,1.521791486E0
1.276959867E1,-2.780692374E-1,-4.199768490E-1,-1.489986323E0,1.572819855E0
1.277958667E1,-2.899313742E-1,-4.013230250E-1,-1.485638334E0,1.565963483E0
1.278957467E1,-2.988791855E-1,-3.749358199E-1,-1.480490445E0,1.556199728E0
1.279956267E1,-2.614195466E-1,-3.240861668E-1,-1.516408721E0,1.572535352E0
1.280955067E1,-2.065490922E-1,-2.850185801E-1,-1.524011271E0,1.564131859E0
1.281953867E1,-1.326935326E-1,-2.926628279E-1,-1.405885236E0,1.442141602E0
1.282952667E1,-8.961238056E-2,-3.460993623E-1,-1.230434268E0,1.281321050E0
